Test_sample,protein,protein_name,category,abundance_tertile,pearson_r,Observed,Predicted
22,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.07884907722473145,0.028790215030312538
23,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.07453132420778275,0.020189421251416206
24,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.05049768462777138,0.012106434442102909
25,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.01152120716869831,0.011060438118875027
26,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.06046045944094658,0.030458295717835426
27,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.048070479184389114,0.036280982196331024
28,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.046955130994319916,0.030545780435204506
29,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.04277705401182175,0.030545787885785103
30,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.04211331531405449,0.030802592635154724
31,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.005740681663155556,0.008474252186715603
32,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.006420167163014412,0.006669718772172928
33,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.006420167163014412,0.005545235704630613
34,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.006094034761190414,0.006496365647763014
35,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.0038720539305359125,0.009957940317690372
36,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.007600224111229181,0.010839421302080154
37,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.007829418405890465,0.019750362262129784
38,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.04987698048353195,0.05098455399274826
39,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.06785626709461212,0.05314486101269722
40,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.03612801805138588,0.03356483578681946
41,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.05087928846478462,0.0780133605003357
42,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.04536958411335945,0.077640101313591
43,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.07006464898586273,0.06655863672494888
44,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.05014268308877945,0.03645678609609604
45,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.0818021222949028,0.07445061206817627
46,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.006498441100120544,0.07442674040794373
47,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.0,2.9796767648804234e-06
48,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.0,1.7332579318463104e-06
49,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.0,1.5926852938719094e-06
50,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.0,0.000347933208104223
51,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.0,2.2365869881468825e-05
52,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.0,3.4495733416406438e-06
53,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.0,2.846983989002183e-05
54,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.0,0.0008983586449176073
55,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.0,3.8056166431488236e-06
56,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.0,4.058331342093879e-06
57,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.0,3.5082193790003657e-06
58,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.0,0.0008905871072784066
59,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.0,3.3698149763949914e-06
60,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.0,8.00668840383878e-06
61,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.0,9.591190064384136e-06
62,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.0,1.918436464620754e-05
63,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.0,1.560515556775499e-05
64,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.0,2.469607352395542e-06
65,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.0,0.00021601212210953236
66,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.0,2.1596906663035043e-06
67,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.6010003089904785,0.4744768440723419
68,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.3952787518501282,0.4744768440723419
69,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.17299999296665192,0.09883764386177063
70,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.2658267319202423,0.1748134195804596
71,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.007223618216812611,0.3347851037979126
72,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.54085773229599,0.3371830880641937
73,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.47632378339767456,0.19910679757595062
74,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.03788122162222862,0.19910679757595062
75,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.017344413325190544,0.19910679757595062
76,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.05539935454726219,0.08951452374458313
77,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.061093587428331375,0.08951452374458313
78,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.1373041421175003,0.08951452374458313
79,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.09498100727796555,0.08951452374458313
80,P02768,Albumin,Transport/Binding,High,0.7677770853042603,0.10724432021379471,0.090174101293087
1,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.03985491394996643,0.0299600288271904
2,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.0,0.03553282469511032
3,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.0,0.0003410379868000746
4,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.0,0.00037557457108050585
5,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.07432112097740173,0.05918876826763153
6,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.022034630179405212,0.03482162207365036
7,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.0,0.02952689304947853
8,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.07102430611848831,0.058711327612400055
9,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.05660903453826904,0.08398127555847168
10,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.07687465846538544,0.09829934686422348
11,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.03256111592054367,0.06748278439044952
12,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.0,0.03937029838562012
13,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.0,0.055885814130306244
14,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.0,0.00027161851176060736
15,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.0,0.0003249149303883314
16,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.0,0.00017763877985998988
17,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.0,0.017500421032309532
18,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.014296122826635838,0.03801463916897774
19,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.023461826145648956,0.09306597709655762
20,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.0,0.0666269063949585
21,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.0,0.01917334273457527
22,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.03873288258910179,0.06914372742176056
23,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.07102575898170471,0.052635546773672104
24,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.019319865852594376,0.0042535047978162766
25,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.0,0.0040830508805811405
26,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.0,0.012778489850461483
27,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.0,0.025504667311906815
28,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.03248416632413864,0.02771793119609356
29,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.03416689857840538,0.02771793119609356
30,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.028136027976870537,0.02790847234427929
31,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.03353581205010414,0.040461886674165726
32,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.037121087312698364,0.045384716242551804
33,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.037121087312698364,0.039904847741127014
34,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.035994965583086014,0.03606170415878296
35,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.00267957360483706,0.010376921854913235
36,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.008405073545873165,0.008888519369065762
37,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.003237964352592826,0.062130238860845566
38,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.03939821943640709,0.04662492871284485
39,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.029158877208828926,0.0501679964363575
40,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.15452581644058228,0.11131562292575836
41,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.0455864779651165,0.08885625004768372
42,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.0987255722284317,0.10519850999116898
43,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.055330026894807816,0.058972183614969254
44,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.1180187538266182,0.10347677767276764
45,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.07473498582839966,0.07735364139080048
46,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.010363300330936909,0.0558306910097599
47,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.03633912652730942,0.049398478120565414
48,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.06639067828655243,0.05197020620107651
49,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.049522727727890015,0.052084874361753464
50,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.04648977145552635,0.1347665637731552
51,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.10853207111358643,0.12141934782266617
52,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.05028676614165306,0.06922885775566101
53,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.19730530679225922,0.13775193691253662
54,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.0768463984131813,0.0898846909403801
55,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.08837845921516418,0.05898154526948929
56,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.06862909346818924,0.0560249462723732
57,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.027397852391004562,0.06085342913866043
58,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.10039984434843063,0.07500414550304413
59,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.03418705612421036,0.0597185343503952
60,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.07128169387578964,0.08789274841547012
61,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.06847887486219406,0.08648985624313354
62,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.09192141145467758,0.13578124344348907
63,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.08784979581832886,0.12406938523054123
64,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.18902631103992462,0.060313984751701355
65,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.2034250795841217,0.14151740074157715
66,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.022103378549218178,0.05139373242855072
67,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.07481881976127625,0.05995626747608185
68,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.011150175705552101,0.05995626747608185
69,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.0,0.004842809401452541
70,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.04466888681054115,0.0369679220020771
71,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.22236180305480957,0.10178208351135254
72,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.06559175252914429,0.1046743392944336
73,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.07441101223230362,0.15102650225162506
74,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.21519529819488525,0.15102650225162506
75,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.20876365900039673,0.15102650225162506
76,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.02645006775856018,0.0068758754059672356
77,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.013038906268775463,0.0068758754059672356
78,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.0,0.0068758754059672356
79,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.0,0.0068758754059672356
80,P01834,Immunoglobulin kappa constant,Immunoglobulins,High,0.7653878927230835,0.0,0.006681608036160469
1,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.009983566589653492,0.01970829628407955
2,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.0,0.010011020116508007
3,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.0,2.3723271169728832e-06
4,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.0,2.6451923531567445e-06
5,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.005666655022650957,0.012893926352262497
6,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.0030801095999777317,0.0204766858369112
7,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.0,0.015275286510586739
8,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.008672775700688362,0.010422379709780216
9,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.013899383135139942,0.00909784622490406
10,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.009591846726834774,0.024333341047167778
11,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.0025285333395004272,0.014652944169938564
12,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.057163119316101074,0.008009228855371475
13,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.04380165413022041,0.003371327882632613
14,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.0624665766954422,0.021022677421569824
15,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.03929406777024269,0.030453866347670555
16,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.014334164559841156,0.022949209436774254
17,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.01343589834868908,0.05757023021578789
18,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.3427845537662506,0.1348971128463745
19,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.0,0.0359363853931427
20,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.11237887293100357,0.06526865810155869
21,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.029881205409765244,0.03363414108753204
22,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.0742841362953186,0.08407381176948547
23,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.08139003068208694,0.048013996332883835
24,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.03619864583015442,0.013914468698203564
25,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.3950856328010559,0.013450510799884796
26,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.0022022021003067493,0.009251336567103863
27,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.06140061467885971,0.010544049553573132
28,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.07047942280769348,0.0864969864487648
29,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.07051637023687363,0.0864969864487648
30,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.06985288858413696,0.08823424577713013
31,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.008115055970847607,0.0172994714230299
32,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.008828648366034031,0.009150202386081219
33,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.008828648366034031,0.00927663128823042
34,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.008573819883167744,0.011568092741072178
35,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.07477553188800812,0.11844144761562347
36,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.12531200051307678,0.0784856379032135
37,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.06309345364570618,0.04510335996747017
38,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.03149901330471039,0.04444931447505951
39,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.021907728165388107,0.04522750899195671
40,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.03455723449587822,0.005337525624781847
41,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.034147173166275024,0.016005247831344604
42,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.04740866646170616,0.05970977991819382
43,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.04871447756886482,0.041853148490190506
44,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.0,0.007927938364446163
45,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.04505300521850586,0.0445825457572937
46,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.019834544509649277,0.003455983242020011
47,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.0817405954003334,0.05415414646267891
48,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.06914082914590836,0.05662592872977257
49,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.05360276624560356,0.056679606437683105
50,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.006620572414249182,0.013553270138800144
51,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.0335792638361454,0.05744009092450142
52,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.042254023253917694,0.06827367097139359
53,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.015528691001236439,0.018897080793976784
54,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.017589470371603966,0.02647370658814907
55,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.024905676022171974,0.04622263088822365
56,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.03958467021584511,0.04519568756222725
57,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.07852843403816223,0.04646255820989609
58,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.035406749695539474,0.021621963009238243
59,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.04747182875871658,0.04645061865448952
60,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.03116435557603836,0.048291996121406555
61,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.05245015025138855,0.047737445682287216
62,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.009818495251238346,0.018790803849697113
63,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.039809081703424454,0.0594027042388916
64,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.0026919220108538866,0.047021474689245224
65,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.018223997205495834,0.013998374342918396
66,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.026757536455988884,0.056462161242961884
67,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.001837297109887004,0.05538016930222511
68,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.10547463595867157,0.05538016930222511
69,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.31299999356269836,0.31640177965164185
70,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.008225739002227783,0.02666628360748291
71,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.11233249306678772,0.037522751837968826
72,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.003948667552322149,0.02506915293633938
73,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.0043153720907866955,0.015145663172006607
74,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.006527554709464312,0.015145663172006607
75,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.006307058967649937,0.015145663172006607
76,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.0056232428178191185,0.021463211625814438
77,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.005573080852627754,0.021463211625814438
78,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.01948573812842369,0.021463211625814438
79,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.03309338167309761,0.021463211625814438
80,P04004,Vitronectin,Transport/Binding,High,0.6089885830879211,0.024147726595401764,0.021031741052865982
1,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.0633191466331482,0.03218597546219826
2,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.0,0.03299970179796219
3,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.016171274706721306,0.009425844065845013
4,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.011204659007489681,0.009382092393934727
5,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.0083342669531703,0.033525500446558
6,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.022837139666080475,0.04710379242897034
7,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.05829596519470215,0.07024256139993668
8,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.03307277709245682,0.03096306137740612
9,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.05770401284098625,0.03127959370613098
10,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.05575260892510414,0.0331004336476326
11,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.09445521235466003,0.05997120961546898
12,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.03234042599797249,0.019238442182540894
13,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.11487603187561035,0.01004040241241455
14,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.034040968865156174,0.14402630925178528
15,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.037468377500772476,0.09258309751749039
16,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.11274712532758713,0.15746644139289856
17,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.14703825116157532,0.10941673815250397
18,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.11058826744556427,0.0884774699807167
19,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.0,0.046605490148067474
20,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.017015650868415833,0.0467386320233345
21,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.15924394130706787,0.13577252626419067
22,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.050214413553476334,0.03309839963912964
23,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.07392165809869766,0.02469557151198387
24,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.014359824359416962,0.007792145479470491
25,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.002548939548432827,0.006847546901553869
26,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.0031031030230224133,0.00959203764796257
27,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.0,0.0399719774723053
28,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.021012617275118828,0.01666761189699173
29,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.01856025494635105,0.01666761189699173
30,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.01758350245654583,0.01654508151113987
31,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.014402968809008598,0.019093798473477364
32,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.015491866506636143,0.01955357752740383
33,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.015491866506636143,0.01846269704401493
34,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.015315971337258816,0.02041362039744854
35,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.001655443338677287,0.008402753621339798
36,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.002506240038201213,0.00974545069038868
37,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.0042791105806827545,0.025702914223074913
38,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.03067225031554699,0.023528626188635826
39,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.056014642119407654,0.022409074008464813
40,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.02670331858098507,0.06058910861611366
41,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.0,0.04254768788814545
42,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.0,0.02876359410583973
43,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.0,0.030170554295182228
44,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.03383611887693405,0.04398329183459282
45,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.057597171515226364,0.03234243765473366
46,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.03170660883188248,0.009527544490993023
47,P02647,Apolipoprotein A-I,Apolipoproteins,High,0.5491753816604614,0.009660929441452026,0.01290553342550993
